sura,aya,text
11,43,"அதற்கு அவன் பதிலளித்தான்: ""நான் இப்போதே ஒரு மலையின் மீது ஏறிக்கொள்கின்றேன்; அது என்னை வெள்ளத்திலிருந்து காப்பாற்றிவிடும்."" அதற்கு அவர் கூறினார்: ""இன்று அல்லாஹ்வின் தீர்ப்பிலிருந்து காப்பாற்றக் கூடியது எதுவும் இல்லை; ஆனால், அல்லாஹ் யாருக்குக் கருணை புரிந்தானோ அவர்கள் மட்டும் காப்பாற்றப்படுவார்கள்."" இதற்குள்ளாக இருவருக்குமிடையே ஓர் அலை குறுக்கிட்டுவிட்டது. மேலும் மூழ்கடிக்கப்பட்டவர்களில் அவன் சேர்ந்து விட்டான்!"
11,44,"பின்னர், ""பூமியே! உனது நீர் முழுவதையும் விழுங்கிவிடு; வானமே, நிறுத்திக்கொள்!"" என்று கட்டளையிடப்பட்டது. அவ்வாறே நீர் வற்றிவிட்டது. கட்டளை நிறைவேற்றப்பட்டுவிட்டது. மேலும் கப்பல், ஜூதி எனும் மலையில் நிலை கொண்டது; பிறகு கூறப்பட்டது: ""ஒழிந்து விட்டார்கள், அக்கிரமம் புரிந்த மக்கள்!"""
11,45,"நூஹ் தன் இறைவனிடம் பிரார்த்தித்துக் கூறினார்: ""என் இறைவனே! என்னுடைய மகன் எனது குடும்பத்தைச் சேர்ந்தவன்; மேலும், திண்ணமாக உனது வாக்குறுதி உண்மையானதாகும். மேலும், தீர்ப்பளிப்பவர்களில் நீ மிகச் சிறந்தவனும் உயர்ந்தவனுமாவாய்!"""
11,46,"அதற்கு அல்லாஹ் பதிலளித்தான்: ""நூஹே! திண்ணமாக அவன் உமது குடும்பத்தைச் சேர்ந்தவன் அல்லன். அவன் ஒரு வீணான 'செயல்' ஆவான். எதனுடைய உண்மை நிலையை நீர் அறிய மாட்டீரோ அதைப் பற்றி என்னிடம் கேட்காதீர்! அறிவிலிகளில் நீரும் ஒருவராகிவிட வேண்டாம் என்று நான் உம்மை அறிவுறுத்துகிறேன்."""
11,47,"உடனே, நூஹ் பணிந்து கூறினார்: ""என் இறைவனே! எதைப் பற்றி எனக்கு அறிவு இல்லையோ அதைப்பற்றி உன்னிடம் கேட்பதைவிட்டு உன்னிடத்தில் நான் பாதுகாப்புத் தேடுகின்றேன். நீ என்னை மன்னிக்காவிட்டால் மேலும், அருள் புரியாவிட்டால் நான் அழிந்து போய்விடுவேன்!"""
11,48,"கட்டளை அருளப்பட்டது: ""நூஹே! இறங்குவீராக; உம்மீதும், உம்முடன் இருக்கும் சமூகத்தின் மீதும் நம்முடைய சாந்தியும் அருள்வளங்களும் உண்டாகட்டும்! மேலும், உங்களில் வேறு சில சமூகங்களும் (தோன்ற) உள்ளன. அவர்களுக்கு சொற்ப காலத்திற்கான வாழ்க்கை வசதிகளை வழங்குவோம். பிறகு, நம்மிடமிருந்து துன்புறுத்தும் வேதனை வந்து அவர்களைப் பிடித்துக் கொள்ளும்!"""
11,49,(நபியே!) இவை மறைவான செய்திகளாகும். இவற்றை நாம் உமக்கு அறிவிக்கின்றோம். இதற்கு முன்னர் நீரும் இவற்றை அறிந்திருக்கவில்லை; உம்முடைய சமுதாயத்தினரும் இவற்றை அறிந்திருக்கவில்லை. எனவே பொறுமையை மேற்கொள்வீராக! நிச்சயமாக இறுதியில் நல்ல முடிவு இறையச்சம் உள்ளவர்களுக்கே உரியதாகும்.
11,50,"மேலும், ஆத் சமுதாயத்தினரிடம் அவர்களின் சகோதரர் ஹூதை நாம் அனுப்பினோம். அவர் கூறினார்: ""என் சமுதாயத் தவரே! நீங்கள் அல்லாஹ்வுக்கு அடிபணியுங்கள்! அவனைத் தவிர உங்களுக்கு வேறு இறைவன் இல்லை. நீங்கள் பொய்யானவற்றைத்தான் (கடவுள்களாக) ஏற்படுத்தி வைத்திருக்கிறீர்கள்."
11,51,என் சமுதாயத்தினரே! இந்தப் பணிக்காக நான் உங்களிடம் எந்தப் பிரதிபலனையும் கோரவில்லை. என்னுடைய கூலி என்னைப் படைத்தவன் பொறுப்பில் உள்ளது. நீங்கள் சிந்தித்துணர்வதில்லையா?
11,52,"மேலும், என் சமுதாயத்தினரே! உங்கள் இறைவனிடம் மன்னிப்புக் கோருங்கள். பின்னர் அவன் பக்கம் திரும்புங்கள்; உங்கள் மீது மழையை அதிகமாகப் பொழியும்படிச் செய்வான். மேலும், உங்களுக்கு வலிமைக்கு மேல் வலிமையை வழங்குவான். எனவே நீங்கள் பாவம் புரிபவர்களாகி (இறைவனுக்கு அடிபணிவதிலிருந்து) முகம் திருப்பிக் கொள்ளாதீர்கள்!"""
11,53,"அவர்கள் பதில் கூறினார்கள்: ""ஹூதே! நீர் எங்களிடம் தெளிவான சான்று எதனையும் கொண்டுவரவில்லை. மேலும், நீர் கூறுவதால் நாங்கள் எங்களுடைய கடவுள்களை விட்டுவிடக் கூடியவர்களல்லர். மேலும், உம்மீது நாங்கள் நம்பிக்கை கொள்பவர்களாகவும் இல்லை;"
11,54,"எங்கள் கடவுள்களில் ஏதோ ஒரு கடவுள் உம்மைத் தாக்கியிருக்கிறது என்றே நாங்கள் கருதுகின்றோம்."" அதற்கு ஹூத் கூறினார்: ""அல்லாஹ்வைத் தவிர மற்றவர்களை அவனுடைய இறைமையில் நீங்கள் இணையாக்குகின்றீர்கள். அவற்றுக்கும் எனக்கும் திண்ணமாக எந்தத் தொடர்பும் இல்லை என்பதற்கு நான் அல்லாஹ்வைச் சாட்சியாக்குகின்றேன்; நீங்களும் சாட்சிகளாய் இருங்கள்!"
11,55,நீங்கள் அனைவரும் ஒன்று சேர்ந்து எனக்கெதிராக நடவடிக்கை மேற்கொள்வதில் எந்தக் குறையும் வைக்காதீர்கள்! பிறகு சிறிதும் எனக்கு அவகாசம் அளிக்காதீர்கள்!
11,56,திண்ணமாக நான் என்னுடைய அதிபதியும் உங்களுடைய அதிபதியுமாகிய அல்லாஹ்வையே முழுவதும் சார்ந்திருக்கின்றேன். எந்த உயிரினமானாலும் அதன் குடுமி அவனுடைய பிடியிலேயே உள்ளது! நிச்சயமாக என் இறைவன் நேரான வழியில் இருக்கின்றான்.
11,57,"நீங்கள் புறக்கணித்தால் (புறக்கணித்துக் கொள்ளுங்கள்!) எந்தத் தூதுச் செய்தியுடன் நான் உங்களிடம் அனுப்பப்பட்டேனோ அதனை நான் உங்களுக்கு எடுத்துரைத்து விட்டேன். இனி என் இறைவன் உங்களுக்குப் பகரமாக வேறொரு சமுதாயத்தினரைக் கொண்டு வருவான். நீங்கள் யாதொரு தீங்கும் அவனுக்கு இழைத்திட முடியாது. உறுதியாக என் இறைவன் அனைத்துப் பொருள்களையும் கண்காணிப்பவனாக இருக்கின்றான்."""
11,58,"பிறகு நம்முடைய கட்டளை வந்தபோது, நாம் நமது அருளால் ஹூதுக்கும் அவருடன் நம்பிக்கை கொண்டிருந்தவர்களுக்கும் ஈடேற்றம் அளித்தோம்; மேலும் கடுமையான வேதனை யிலிருந்து அவர்களைக் காப்பாற்றினோம்."
11,59,"இவர்கள்தாம் ஆத் இனத்தவர்! இவர்கள் தம் இறைவனின் சான்றுகளை மறுத்தார்கள். அவனுடைய தூதர்களின் அழைப்பையும் ஏற்கவில்லை. மேலும், சத்தியத்துக்கு எதிரியான கொடுங்கோலர்கள் ஒவ்வொருவரின் கட்டளையையும் பின்பற்றிக் கொண்டிருந்தார்கள்."
11,60,"இறுதியில், இவ்வுலகிலும் அல்லாஹ்வின் சாபத்திற்கு அவர்கள் ஆளானார்கள். மறுமைநாளிலும் அல்லாஹ்வின் சாபத்திற்கு ஆளாகுவார்கள். தெரிந்து கொள்ளுங்கள்! ஆத் இனத்தவர்கள் தம் இறைவனுக்கு மாறு செய்தார்கள். தெரிந்து கொள்ளுங்கள்! தூக்கி எறியப்பட்டார்கள், ஹூதுடைய சமுதாயத்தினரான ஆத் மக்கள்!"
11,61,"ஸமூத் இனத்தாரிடம் அவர்களின் சகோதரர் ஸாலிஹை அனுப்பினோம். அவர் கூறினார்: ""என் சமுதாயத்தினரே! அல்லாஹ்வுக்கு அடிபணியுங்கள்! அவனைத் தவிர உங்களுக்கு வேறு இறைவன் இல்லை. அவன்தான் உங்களைப் பூமியிலிருந்து படைத்தான். மேலும், அதில் உங்களை வாழச் செய்துள்ளான். எனவே, அவனிடம் மன்னிப்புக் கோருங்கள்; பின்னர் அவன் பக்கம் நீங்கள் மீளுங்கள்! திண்ணமாக என் இறைவன் அருகில் இருக்கின்றான். (பிரார்த்தனைகளுக்குப்) பதிலளிப்பவனாக இருக்கின்றான்."""
11,62,"அதற்கு அவர்கள் கூறினார்கள்: ""ஸாலிஹே! இதற்கு முன்போ எங்களின் பெரும் எதிர்பார்ப்புகளுக்குரியவராய் எங்கள் மத்தியில் இருந்தீர்! இப்பொழுதோ எங்கள் மூதாதையர் வணங்கிக் கொண்டிருந்த கடவுள்களை நாங்கள் வணங்குவதை விட்டு எங்களைத் தடுக்கின்றீரே? மேலும், நீர் எந்த நெறியின் பக்கம் எங்களை அழைக்கின்றீரோ அதுபற்றிக் கடும் சந்தேகத்திலேயே நாங்கள் இருக்கின்றோம். அது எங்களைப் பெரும் மனக் கலக்கத்தில் ஆழ்த்தியுள்ளது!"""
11,63,"அவர் கூறினார்: ""என் சமுதாயத்தினரே! இதனையும் கொஞ்சம் சிந்தித்தீர்களா? நான் என்னுடைய அதிபதியிடமிருந்து தெளிவான ஒரு சான்றினைப் பெற்று, அவன் தனது அருளையும் எனக்கு வழங்கியிருக்கும் நிலையில் நான் அவனுக்கு மாறு செய்தால் அல்லாஹ்வின் பிடியிலிருந்து என்னைக் காப்பாற்றுபவர் யார்? எனக்கு மேலும் இழப்பை ஏற்படுத்துவதைத் தவிர வேறு என்னதான் உங்களால் செய்ய இயலும்?"
11,64,"மேலும் என் சமுதாயத்தினரே! (பாருங்கள்) இது அல்லாஹ்வுடைய ஒரு பெண் ஒட்டகம்! உங்களுக்கு ஒரு சான்றாகத் திகழ்கின்றது. எனவே இதனை அல்லாஹ்வின் பூமியில் (சுதந்திரமாய்) மேய்வதற்கு விட்டுவிடுங்கள்; இதற்கு யாதொரு தீங்கும் இழைக்காதீர்கள்! அவ்வாறு தீங்கிழைத்தால், இறைவனின் வேதனை உங்களைப் பீடிப்பதற்கு வெகுநேரம் ஆகாது!"""
11,65,"ஆயினும், அவர்கள் அந்த ஒட்டகத்தைக் கொன்று விட்டார்கள்! அப்போது ஸாலிஹ் (அம்மக்களுக்கு) எச்சரிக்கை செய்தார்: ""மூன்று நாட்கள் உங்கள் வீடுகளில் சுகம் அனுபவித்துக் கொள்ளுங்கள்! இந்தக் காலத் தவணை பொய்யானதல்ல!"""
11,66,"இறுதியில், நம் தீர்ப்பு(க்கான வேளை) வந்துவிட்டது. இப்போது, நமது அருளால் ஸாலிஹையும் அவரோடு நம்பிக்கை கொண்டிருந்தவர்களையும் காப்பாற்றினோம்; மேலும், அந்நாளின் இழிவிலிருந்தும் அவர்களைப் பாதுகாத்தோம். திண்ணமாக, உம் இறைவன் மாபெரும் வலிமையுடையவனும் அனைவரையும் மிகைத்தவனும் ஆவான்."
11,67,அக்கிரமம் செய்தவர்களை ஒரு பயங்கர ஓசை தாக்கியது! அவர்கள் தம் வீடுகளில் அப்படியப்படியே முகம் குப்புற வீழ்ந்து மடிந்துவிட்டனர்;
11,68,"அங்கு அவர்கள் வாழவே இல்லை என்பதுபோல! தெரிந்து கொள்ளுங்கள்! ஸமூத் இனத்தார் தம் இறைவனை நிராகரித்தார்கள்; தெரிந்து கொள்ளுங்கள்! இறையருளிலிருந்து தூக்கி எறியப்பட்டார்கள், ஸமூத் இனத்தார்!"
11,69,"மேலும் (பாருங்கள்!) நம்முடைய வானவர்கள் இப்ராஹீமிடம் ஒரு நற்செய்தியைக் கொண்டு வந்தார்கள்; ""உங்கள் மீது சாந்தி நிலவட்டும்!"" என்றார்கள். அதற்கு, ""உங்கள் மீதும் சாந்தி நிலவுக!"" என்று இப்ராஹீம் பதிலளித்தார். பிறகு சிறிது நேரத்திற்குள் (அவர்களுக்கு விருந்தளிப்பதற்காக) வறுத்த கன்றின் மாமிசத்தைக் கொண்டு வந்தார்."
11,70,"ஆனால், அவர்களின் கைகள் உணவைத் தொடவே இல்லை என்பதை இப்ராஹீம் பார்த்தபோது அவர்களைப் பற்றி அவருக்குச் சந்தேகம் ஏற்பட்டது. மேலும், அவர்களைக் கண்டு அவர் அஞ்சினார். அதற்கு அவ்வானவர்கள், ""நீர் அஞ்ச வேண்டாம்; திண்ணமாக நாங்கள் லூத் சமூகத்தாரின்பால் அனுப்பப்பட்டிருக்கின்றோம்"" என்று கூறினார்கள்."
11,71,அப்போது இப்ராஹீமுடைய மனைவியும் நின்று கொண்டிருந்தார். அவர் (இதனைக் கேட்டதும்) சிரித்தார். நாம் அவருக்கு இஸ்ஹாக் (பிறக்கப்போவது) பற்றியும் இஸ்ஹாக்குக்குப் பின் யஃகூப் பற்றியும் நற்செய்தி அறிவித்தோம்!
11,72,"அதற்கு அவர் ""அந்தோ! என் துர்பாக்கியமே! நானும் முதியவளாகி விட்டேன். என்னுடைய கணவராகிய இவரும் முதுமை அடைந்து விட்டார். இந்நிலையில் எனக்குக் குழந்தை பிறக்குமா? திண்ணமாக, இது ஒரு வியப்புக்குரிய செய்தியாய் இருக்கின்றது!"" என்று கூறினார்."
11,73,"வானவர்கள் கூறினார்கள்: ""அல்லாஹ்வின் கட்டளை குறித்து வியப்புறுகின்றீரா? இப்ராஹீமின் குடும்பத்தாரே! உங்கள்மீது அல்லாஹ்வின் அருளும், அவனுடைய வாழ்த்துக்களும் பொழிந்து கொண்டிருக்கின்றன. நிச்சயமாக அல்லாஹ் பெரும் புகழுக்குரியவனாகவும், பெரும் மாட்சிமை உடையவனாகவும் இருக்கின்றான்."""
11,74,"இப்ராஹீம் அச்சம் அகன்று (குழந்தைப் பேறு பற்றிய நற்செய்தியால்) அவருக்கு மகிழ்ச்சி ஏற்பட்டபோது, லூத் இனத்தாரைப் பற்றி அவர் நம்மிடம் தர்க்கம் செய்யத் தொடங்கிவிட்டார்."
11,75,"திண்ணமாக, இப்ராஹீம் இரக்கமுடையவராகவும் மென்மையான உள்ளமுடையவராகவும் இருந்தார்."
11,76,"மேலும், எந்நிலையிலும் (நம் பக்கம்) மீளக்கூடியவராகவும் இருந்தார்! (இறுதியில் நம் வானவர்கள் அவரிடம் கூறினார்கள்:) ""இப்ராஹீமே, இவ்வாறு தர்க்கம் செய்வதை விட்டுவிடுவீராக! திண்ணமாக, உம் அதிபதியின் கட்டளை வந்தாகிவிட்டது. இனி எவராலும் தடுத்து நிறுத்த முடியாத வேதனை அவர்களிடம் வந்தே தீரும்!"""
11,77,"மேலும், நம்முடைய வானவர்கள் லூத்திடம் வந்தபோது அவர் பீதியடைந்தார். மேலும், மனவேதனைக்குள்ளானார். மேலும், கூறலானார்: ""இது துன்பமானதொரு நாளாகும்."""
11,78,"(இந்த விருந்தாளிகளைக் கண்டதும்) அவருடைய சமுதாயத்தினர் அவரது வீட்டை நோக்கி விரைந்தோடி வந்தார்கள். அவர்கள் முன்பே தீய செயல்களைச் செய்து கொண்டிருந்தார்கள். லூத் (அவர்களிடம்) கூறினார்: ""என்னுடைய சமுதாயத்தினரே! இதோ! என்னுடைய பெண்மக்கள் இருக்கின்றனர், அவர்கள் உங்களுக்கு மிகவும் தூய்மையானவர்களாவர். நீங்கள் அல்லாஹ்வுக்கு அஞ்சுங்கள்! என் விருந்தாளிகள் விஷயத்தில் என்னைக் கேவலப்படுத்தாதீர்கள்! நேர்மையான சிந்தனை கொண்டவர் உங்களில் யாரும் இல்லையா?"""
11,79,"அதற்கு அவர்கள் ""உம்முடைய பெண்மக்கள் எங்களுக்குத் தேவையில்லை என்பதை நீர் நன்கு அறிவீர். மேலும், நாங்கள் எதை விரும்புகின்றோம் என்பதையும் திண்ணமாக நீர் அறிவீர்!"" என்று பதிலளித்தார்கள்."
11,80,"அதற்கு லூத், ""அந்தோ! உங்களைத் திருத்துகின்ற அளவுக்கு என்னிடம் வலிமை இருந்திருக்கக் கூடாதா? அல்லது நான் புகலிடம் பெறும் அளவுக்கு ஒரு வலிமைமிக்க துணை எனக்கு இருந்திருக்கக் கூடாதா?"" என்று கூறினார்."
11,81,"அப்பொழுது வானவர்கள் அவரிடம் கூறினார்கள்: ""லூத்தே! திண்ணமாக நாங்கள் உம் இறைவனால் அனுப்பப்பட்ட வானவர்களாவோம். இவர்கள் உமக்கு எவ்விதத் தீங்கும் அளித்திட முடியாது! எனவே, இரவின் ஒரு பகுதி இருக்கும்போது நீர் உம்முடைய குடும்பத்தை அழைத்துக் கொண்டு சென்றுவிடும். உங்களில் எவரும் பின்னால் திரும்பிப் பார்க்க வேண்டாம்! ஆனால் உம்முடைய மனைவியை உம்முடன் அழைத்துச் செல்ல வேண்டாம்! ஏனெனில், எந்த வேதனை இம்மக்களைப் பீடிக்கப்போகிறதோ, அந்த வேதனை திண்ணமாக அவளையும் பீடிக்கப்போகிறது. இவர்களை அழிப்பதற்காக நிர்ணயிக்கப்பட்ட நேரம் அதிகாலையாகும். அதிகாலை வருவதற்கு வெகு நேரமா இருக்கிறது?"""
11,82,"பிறகு நமது கட்டளை(க்குரிய நேரம்) வந்த போது, அந்த ஊரைத் தலைகீழாகப் புரட்டிவிட்டோம்! மேலும், அதன் மீது சுட்டகளிமண் கற்களைத் தொடர்ந்து பொழியச் செய்தோம்;"
11,83,அக்கற்கள் ஒவ்வொன்றும் உம் இறைவனால் அடையாளம் இடப்பட்டிருந்தது! மேலும் அக்கிரமக்காரர்களுக்கு இது போன்ற தண்டனை தொலைவில் இல்லை!
11,84,"மேலும், மத்யன்வாசிகளிடம் அவர்களின் சகோதரர் ஷுஐபை நாம் அனுப்பினோம். அவர் கூறினார்: ""என் சமுதாயத்தினரே! அல்லாஹ்வுக்கு அடிபணியுங்கள்! அவனைத் தவிர உங்களுக்கு வேறு இறைவன் இல்லை. மேலும் அளவையிலும், நிறுவையிலும் குறைவு செய்யாதீர்கள்! (இன்று) உங்களை நல்ல நிலையில் நான் காண்கின்றேன். ஆனால் (விரைவில்) துன்பம் சூழும் ஒரு நாளின் வேதனை உங்களைப் பீடிக்குமோ என நான் அஞ்சுகின்றேன்."
11,85,"மேலும், என்னுடைய சமுதாயத்தினரே! நேர்மையான முறையில் முழுமையாய் அளந்து கொடுங்கள்; முழுமையாய் நிறுத்துக் கொடுங்கள்! மேலும் மக்களுக்கு அவர்களுடைய பொருட்களைக் குறைத்துத் தராதீர்கள்! பூமியில் குழப்பம் செய்து கொண்டு திரியாதீர்கள்!"
11,86,"அல்லாஹ்வினால் மீதப்படுத்தப்பட்ட லாபமே உங்களுக்குச் சிறந்ததாகும் நீங்கள் இறைநம்பிக்கையுடையோராயின்! ஆயினும் நான் எந்நிலையிலும் உங்களைக் கண்காணிப்பவன் அல்லன்."""
11,87,"அதற்கு அவர்கள், ""ஷுஐபே! எங்கள் மூதாதையர் வணங்கி வந்தவற்றை நாங்கள் விட்டுவிட வேண்டும் என்றா அல்லது எங்களுடைய செல்வத்தை எங்கள் விருப்பப்படி பயன்படுத்த எங்களுக்கு அதிகாரம் இருக்கக்கூடாது என்றா உம்முடைய தொழுகை உமக்குக் கற்றுத் தருகிறது? உண்மையில் நீர் பெருந்தன்மையும் நேர்மையும் கொண்டவர்தாம்"" என்று (ஏளனமாகக்) கூறினார்கள்."
11,88,"அதற்கு ஷுஐப் கூறினார்: ""என்னுடைய சமுதாயத்தினரே! நீங்களே சற்று சிந்தியுங்கள். நான் என் இறைவனிட மிருந்து தெளிவான சான்றினைப் பெற்றிருக்கிறேன். அத்துடன் அவன் தன் சார்பிலிருந்து தூய்மையான உணவையும் எனக்கு வழங்கி இருக்கின்றான். (அதற்குப் பிறகும் உங்களுடைய தவறான செயல்களிலும், தடுக்கப்பட்டவற்றை உண்பதிலும் உங்களோடு எவ்வாறு நான் கூட்டுச் சேர முடியும்?) மேலும், எவற்றைச் செய்ய வேண்டாம் என்று உங்களை நான் தடுக்கின்றேனோ அவற்றை நான் செய்வதற்கு ஒருபோதும் விரும்புவதில்லை. என்னால் முடிந்த வரை சீர்திருத்தம் செய்யவே நான் விரும்புகின்றேன். மேலும் (நான் ஆற்ற விரும்புகின்ற அனைத்தும்) அல்லாஹ்வின் பேருதவியைப் பொறுத்தே இருக்கின்றன. நான் அவனையே முழுமையாகச் சார்ந்துவிட்டேன்! மேலும், (ஒவ்வொரு விஷயத்திலும்) அவன் பக்கமே நான் திரும்புகின்றேன்."
11,89,"மேலும், என் சமூகத்தினரே! என்னோடு நீங்கள் கொண்டுள்ள பிணக்கும், பகைமையும் நூஹுடைய சமுதாயத்தினரை அல்லது ஹூத் மற்றும் ஸாலிஹ் உடைய சமுதாயத்தினரைப் பீடித்தது போன்ற வேதனையில் உங்களையும் கொண்டு போய்ச் சேர்த்துவிடக் கூடாது. மேலும், லூத் சமூகத்தினரோ உங்களிலிருந்து வெகு தூரத்தில் இல்லை."
11,90,"எனவே, உங்கள் இறைவனிடம் மன்னிப்புக் கேளுங்கள்! பிறகு அவன் பக்கம் மீளுங்கள்! திண்ணமாக, என் இறைவன் கருணை பொழிபவனாகவும் (தன் படைப்பினங்கள் மீது) பேரன்பு கொண்டவனாகவும் இருக்கின்றான்."""
11,91,"அதற்கு அவர்கள் பதிலளித்தார்கள்: ""ஷுஐபே! நீர் கூறுகின்ற பெரும்பாலான விஷயங்கள் எங்களுக்குப் புரிவதில்லை. மேலும், எங்களுக்கிடையே நீர் வலிமை குன்றியவராக இருப்பதைத்தான் நாங்கள் காண்கிறோம். உம்முடைய குடும்பத்தார் இல்லையென்றால், எப்பொழுதோ உம்மைக் கல்லெறிந்து கொன்றிருப்போம்! மேலும் (நாங்கள் உம்மை மதிக்கும் அளவுக்கு) நீர் எங்களிடையே வலிமையுடையவர் அல்லர்!"""
11,92,"ஷுஐப் கூறினார்: ""என் சமுதாயத்தினரே! அல்லாஹ்வைவிட என்னுடைய குடும்பத்தார்களையா அதிக வலிமையுள்ளவர்களாக நீங்கள் கருதுகிறீர்கள்? (என்னுடைய குடும்பத்தாருக்கு அஞ்சுகின்றீர்கள்; ஆனால்) அல்லாஹ்வை அலட்சியமாகப் புறக்கணித்து விட்டீர்கள்! திண்ணமாக, என்னுடைய அதிபதி நீங்கள் செய்கின்றவற்றைச் சூழ்ந்தறிந்தவனாக இருக்கின்றான்."
11,93,"என் சமுதாயத்தினரே! நீங்கள் உங்கள் வழியில் செயல்பட்டுக் கொண்டிருங்கள்; நான் (எனது வழியில்) செயல்பட்டுக் கொண்டு இருப்பேன். இழிவுறுத்தும் வேதனை யாரை வந்தடையும் என்பதையும், யார் பொய் உரைக்கின்றார் என்பதையும் விரைவில் நீங்கள் அறிந்து கொள்வீர்கள். எனவே, நீங்களும் எதிர்பார்த்துக் கொண்டிருங்கள். நானும் உங்களுடன் எதிர்பார்த்துக் கொண்டிருக்கின்றேன்!"""
11,94,"இறுதியில், நமது கட்டளைக்குரிய நேரம் வந்து விட்டது. அப்போது நமது அருளால் நாம் ஷுஐபையும் அவருடைய நம்பிக்கை கொண்ட தோழர்களையும் காப்பாற்றினோம். மேலும், அக்கிரமம் செய்தவர்களை ஒரு பயங்கரமான ஓசை தாக்கியது! அவர்கள் தம் ஊர்களில் தலைக்குப்புற வீழ்ந்து மடிந்தனர்."
11,95,அங்கு அவர்கள் வாழவே இல்லை என்பது போல! தெரிந்து கொள்ளுங்கள்: இறையருளிலிருந்து மத்யன் வாசிகளும் தூக்கி எறியப்பட்டார்கள்; ஸமூத் இனத்தார் தூக்கி எறியப்பட்டது போன்று!
11,96,"மேலும், மூஸாவை ஃபிர்அவ்ன் மற்றும் அவனுடைய அரசுப் பிரமுகர்களிடம் நம் சான்றுகளுடனும், (தூதுத்துவத்திற்கான) வெளிப்படையான அத்தாட்சியுடனும் நாம் அனுப்பி வைத்தோம்."
11,97,ஆயினும் அம்மக்கள் ஃபிர்அவ்னுடைய கட்டளையையே பின்பற்றினார்கள் அவனுடைய கட்டளை நேர்மையற்றதாக இருந்தபோதிலும்!
11,98,மறுமைநாளில் அவன் தன் சமுதாயத்தினர் அனைவரையும்விட முன்னணியில் இருப்பான். மேலும் தன் தலைமையில் அவர்களை நரகத்தில் கொண்டுபோய்ச் சேர்ப்பான். சேருமிடங்களில் எத்துணைக் கொடிய இடமாகும் அது!
11,99,"மேலும், அம்மக்கள் மீது இம்மையிலும் சாபம் ஏற்பட்டது. மறுமையிலும் ஏற்பட்டே தீரும்! வழங்கப்படும் வெகுமதிகளில் எத்துணை மோசமான வெகுமதி இது!"
11,100,இவை சில ஊர்களைப் பற்றிய வரலாறுகளாகும்; அவற்றை நாம் உமக்கு எடுத்துச் சொல்கின்றோம். அவற்றில் சில இன்றும் இருக்கின்றன; சில முற்றிலும் அழிந்துவிட்டன.
11,101,"நாம் அவர்களுக்கு அநீதி இழைக்கவில்லை; மாறாக அவர்கள் தமக்குத் தாமே அநீதி இழைத்துக் கொண்டார்கள். மேலும் உம் இறைவனின் கட்டளை வந்துவிட்டபோது, அல்லாஹ்வை விடுத்து அவர்கள் அழைத்தவண்ணம் இருந்த அவர்களுடைய கடவுள்கள் அவர்களுக்கு எந்தப் பயனும் அளிக்கவில்லை. நாசத்தைத் தவிர வேறு எந்தப் பயனையும் அவை அவர்களுக்குத் தரவில்லை."
11,102,"மேலும் அக்கிரமம் புரிந்துகொண்டிருக்கக்கூடிய ஊர்களை உம் இறைவன் தண்டிக்கும்போது அவனுடைய தண்டனை இப்படித்தான் இருக்கும்! திண்ணமாக, அவனது தண்டனை வேதனை மிக்கதும் மிகக் கடுமையானதுமாகும்."
11,103,"உண்மையில், மறுமைநாளின் வேதனை குறித்து அஞ்சும் ஒவ்வொருவருக்கும் இதில் ஒரு சான்று இருக்கிறது. அது மக்கள் அனைவரும் ஒன்று திரட்டப்படும் நாளாகும். அன்று நடைபெறுகின்ற அனைத்தும் வெளிப்படையாகவே நடைபெறும்."
11,104,அந்நாளைக் கொண்டு வருவதில் நாம் அதிக தாமதம் செய்யப்போவதில்லை; நிர்ணயிக்கப்பட்ட சொற்ப காலத்தைத் தவிர!
11,105,அந்நாள் வரும்போது இறைவனின் அனுமதி இன்றி எந்த மனிதனும் பேச முடியாது. பிறகு அவர்களில் சிலர் துர்பாக்கியவான்களாகவும் வேறு சிலர் நற்பேறுடையவர்களாகவும் இருப்பார்கள்.
11,106,எவர்கள் துர்பாக்கியவான்களோ அவர்கள் நரகம் செல்வார்கள்! அங்கு (வெப்பம் மற்றும் தாகத்தின் கடுமையால்) மூச்சிரைக்கக் கூச்சலிடுவார்கள்; கதறுவார்கள்.
11,107,வானங்களும் பூமியும் இருக்கும் காலமெல்லாம் அங்கு அவர்கள் அதே நிலையிலேயே கிடப்பார்கள்; ஆனால் (அந்நிலையை மாற்ற) உம் இறைவன் நாடினாலே தவிர! தான் நாடுவதைச் செய்வதற்கு முழு அதிகாரம் உள்ளவனாக அவன் இருக்கின்றான்.
11,108,மேலும் எவர்கள் நற்பேறுடையவர்களோ அவர்கள் சுவனம் செல்வார்கள். வானங்களும் பூமியும் இருக்கும் காலமெல்லாம் அங்கே அவர்கள் நிலையாகத் தங்கி வாழ்வார்கள்; ஆனால் (அந்நிலையை மாற்ற) உம் இறைவன் நாடினாலே தவிர! முடிவுறாத அருட்கொடைகள் (அங்கு) அவர்களுக்குக் கிடைத்துக் கொண்டே இருக்கும்.
